artist,song,duration [min],release year,key_full,tempo [bpm],genre_primary,genre_raw
T.I.,Whatever You Like,4.158883333333334,2008,A minor,150.053,hip hop,"hip hop, pop"
Trey Songz,Can't Help but Wait,3.4402166666666667,2007,G# minor,94.977,hip hop,"hip hop, pop, R&B"
OneRepublic,Stop And Stare,3.7308833333333333,2007,E major,92.474,pop,pop
Alexandra Burke,Hallelujah,3.6304333333333334,2009,D minor,182.571,pop,pop
Mary J. Blige,Just Fine,4.03555,2007,B minor,123.021,pop,"pop, R&B"
Jordin Sparks,One Step At a Time,3.4193333333333333,2007,C# major,102.028,pop,"pop, R&B"
Coldplay,Viva La Vida,4.03955,2008,F minor,138.015,rock,"rock, pop"
Kings of Leon,Sex on Fire,3.3891,2008,A major,153.398,rock,rock
Kanye West,Good Life,3.45,2007,C# major,82.962,hip hop,hip hop
Duffy,Mercy,3.6653333333333333,2008,C major,129.911,pop,"pop, R&B"
David Archuleta,Crush,3.558666666666667,2008,C minor,162.084,pop,pop
J. Holiday,Suffocate - Superclean,3.66755,2007,A minor,82.82,hip hop,"hip hop, pop, R&B, Dance/Electronic"
Gavin DeGraw,In Love With a Girl,3.433333333333333,2008,D# major,161.905,pop,"pop, Folk/Acoustic"
Jordin Sparks,Tattoo,3.8911,2007,D major,168.005,pop,"pop, R&B"
Coldplay,Violet Hill,3.7108833333333333,2008,C# minor,76.093,rock,"rock, pop"
Ray J,Sexy Can I feat. Yung Berg,3.4006666666666665,2008,C# major,172.155,hip hop,"hip hop, pop, R&B"
Jennifer Hudson,Spotlight,4.168433333333334,2008,B minor,108.984,pop,"pop, R&B, easy listening"
John Legend,Green Light (feat. André 3000),4.736433333333333,2008,A minor,77.506,pop,"pop, R&B"
Jonas Brothers,Burnin' Up,2.9182166666666665,2008,D major,114.03,pop,pop
Lupe Fiasco,Superstar (feat. Matthew Santos),4.816666666666666,2007,B minor,94.812,hip hop,"hip hop, pop"
Chris Brown,Forever,4.642883333333334,2008,B major,120.005,hip hop,"hip hop, pop, R&B"
Adele,Chasing Pavements,3.5084333333333335,2008,F minor,80.045,pop,"pop, R&B"
Leona Lewis,Better in Time,3.9028833333333335,2007,F# major,163.953,pop,"pop, R&B"
Fergie,Clumsy,4.0071,2006,D major,184.009,pop,"pop, R&B"
T-Pain,Can't Believe It (feat. Lil' Wayne),4.563766666666667,2008,A# minor,89.828,hip hop,"hip hop, pop, R&B"
Black Eyed Peas,I Gotta Feeling,4.818883333333333,2009,C major,127.96,hip hop,"hip hop, pop"
Lady Gaga,Poker Face,3.953333333333333,2008,E major,118.999,pop,pop
Beyoncé,Halo,4.360666666666667,2008,B minor,79.983,pop,"pop, R&B"
David Guetta,Sexy Bitch (feat. Akon),3.2642166666666665,2010,B minor,130.011,hip hop,"hip hop, pop, Dance/Electronic"
Flo Rida,Right Round,3.4106666666666667,2009,G major,124.986,hip hop,"hip hop, pop"
Taylor Swift,Love Story,3.9377666666666666,2008,D major,118.984,pop,pop
Pitbull,Hotel Room Service,3.9751,2009,F# major,126.003,hip hop,"hip hop, pop, latin"
Britney Spears,Circus,3.206,2008,F# minor,114.98,pop,pop
Lady Gaga,LoveGame,3.60555,2008,F# minor,105.024,pop,pop
Skillet,Monster,2.9668833333333335,2009,G# major,134.992,rock,"rock, pop, metal"
The Prodigy,Omen,3.600433333333333,2009,G major,140.002,rock,"rock, pop, Dance/Electronic"
Black Eyed Peas,Meet Me Halfway,4.73955,2009,B minor,130.0,hip hop,"hip hop, pop"
Kanye West,Heartless,3.5166666666666666,2008,A# minor,87.999,hip hop,hip hop
Kid Cudi,Day 'N' Nite (Nightmare),3.687333333333333,2009,B minor,138.018,hip hop,hip hop
Lady Gaga,Just Dance,4.032216666666667,2008,C# minor,118.992,pop,pop
Britney Spears,If U Seek Amy,3.6086666666666667,2008,E minor,129.954,pop,pop
Pitbull,I Know You Want Me (Calle Ocho),3.952,2009,D major,127.045,hip hop,"hip hop, pop, latin"
Mariah Carey,Obsessed,4.036666666666667,2009,A# minor,86.443,pop,"pop, R&B"
Beyoncé,Sweet Dreams,3.467766666666667,2008,C# major,121.949,pop,"pop, R&B"
Agnes,Release Me,4.270216666666666,2009,D minor,127.973,pop,"pop, Dance/Electronic"
Black Eyed Peas,Boom Boom Pow,4.190666666666667,2009,A major,130.048,hip hop,"hip hop, pop"
Shakira,She Wolf,3.1477666666666666,2009,G major,121.983,pop,"pop, latin"
Lady Gaga,Paparazzi,3.4717666666666664,2008,F minor,114.906,pop,pop
JAY-Z,Empire State Of Mind,4.615333333333333,2009,B major,173.585,hip hop,hip hop
OneRepublic,All The Right Moves,3.966666666666667,2009,C major,146.024,pop,pop
Jeremih,Birthday Sex,3.7751,2009,G minor,60.019,hip hop,"hip hop, pop, R&B"
Cascada,Evacuate The Dancefloor,3.453333333333333,2009,C major,127.029,hip hop,"hip hop, pop, Dance/Electronic"
Linkin Park,New Divide,4.476883333333333,2009,F minor,117.971,rock,"rock, metal"
Kevin Rudolf,Let It Rock,3.852883333333333,2008,G major,113.172,hip hop,"hip hop, pop"
JAY-Z,Run This Town,4.458666666666667,2009,C# major,86.844,hip hop,hip hop
Lady Gaga,Bad Romance,4.90955,2009,C major,119.001,pop,pop
T.I.,Live Your Life,5.64755,2008,B minor,159.841,hip hop,"hip hop, pop"
Eminem,We Made You,4.49355,2009,D major,114.003,hip hop,hip hop
Dizzee Rascal,Bonkers,2.95955,2011,B minor,126.127,hip hop,"hip hop, pop, Dance/Electronic"
Ciara,Love Sex Magic (feat. Justin Timberlake),3.673766666666667,2009,A# minor,107.011,pop,"pop, R&B"
Rihanna,Russian Roulette,3.7922166666666666,2009,F# minor,80.051,hip hop,"hip hop, pop, R&B"
Soulja Boy,Turn My Swag On,3.4388833333333335,2008,D# minor,150.154,hip hop,"hip hop, pop"
The xx,Intro,2.132,2009,A minor,100.363,rock,rock
Jay Sean,Down,3.5351,2009,D major,65.997,hip hop,"hip hop, pop, R&B"
Keri Hilson,Turnin Me On - Original Dirty,4.134433333333333,2008,C# major,159.873,pop,"pop, R&B"
David Guetta,When Love Takes Over (feat. Kelly Rowland),3.183333333333333,2010,B major,129.967,hip hop,"hip hop, pop, Dance/Electronic"
Cheryl,Fight For This Love,3.7208833333333335,2009,G major,122.988,pop,"pop, Dance/Electronic"
Soulja Boy,Kiss Me Thru The Phone,3.2231,2008,G major,149.998,hip hop,"hip hop, pop"
Eminem,Crack A Bottle,4.958666666666667,2009,A major,169.561,hip hop,hip hop
P!nk,Sober,4.190666666666667,2010,F# major,91.066,pop,pop
Tinchy Stryder,Number 1,3.5462166666666666,2009,C minor,114.912,pop,"pop, Dance/Electronic"
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",3.275333333333333,2009,D# minor,119.918,pop,"pop, Dance/Electronic"
JLS,Beat Again - Radio Edit,3.2773333333333334,2009,B major,120.02,pop,pop
3OH!3,DONTTRUSTME,3.20955,2008,F minor,130.012,hip hop,"hip hop, pop, rock"
A.R. Rahman,Jai Ho! (You Are My Destiny),3.7066666666666666,2009,G# minor,136.202,others,set()
The Pussycat Dolls,I Hate This Part,3.64,2008,F major,111.572,pop,"pop, R&B"
Akon,Beautiful,5.216433333333334,2008,C minor,130.015,pop,pop
Alexandra Burke,Bad Boys (feat. Flo Rida),3.441333333333333,2009,C# major,140.029,pop,pop
Mario,Break Up,4.150433333333333,2009,C major,73.881,pop,"pop, R&B"
Drake,Forever,5.961766666666667,2009,F minor,104.02,hip hop,"hip hop, pop, R&B"
Selena Gomez & The Scene,Naturally,3.3764333333333334,2009,A# minor,132.612,pop,"pop, Dance/Electronic"
Kanye West,Love Lockdown,4.5051,2008,C# minor,119.603,hip hop,hip hop
The Veronicas,Untouched,4.256,2005,F# minor,177.008,pop,"pop, Dance/Electronic"
Fabolous,Throw It In The Bag,3.85955,2009,B minor,172.049,hip hop,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,3.68755,2010,B major,144.036,hip hop,"hip hop, pop"
Lily Allen,Not Fair,3.35355,2009,F major,121.491,pop,pop
T.I.,Dead And Gone,4.9957666666666665,2008,C major,135.021,hip hop,"hip hop, pop"
Sean Kingston,Fire Burning,3.9997666666666665,2009,C# major,122.973,hip hop,"hip hop, pop, R&B"
Empire of the Sun,Walking On A Dream,3.3073333333333332,2008,F minor,126.975,rock,"rock, pop, Dance/Electronic"
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),3.27355,2009,C major,119.964,pop,"pop, Dance/Electronic"
Nickelback,If Today Was Your Last Day,4.1511,2008,D# major,89.956,rock,"rock, metal"
La Roux,Bulletproof,3.4288833333333333,2009,D# minor,123.016,pop,"pop, Dance/Electronic"
Kasabian,Fire,4.20465,2009,A# major,117.029,rock,rock
Calvin Harris,I'm Not Alone - Radio Edit,3.5162166666666668,2009,G major,130.99,hip hop,"hip hop, pop, Dance/Electronic"
Justin Bieber,One Time,3.597766666666667,2009,C# minor,145.999,pop,pop
Jamie Foxx,Blame It,4.8291,2008,G major,176.052,hip hop,"hip hop, pop, R&B"
La Roux,In For The Kill,4.143766666666667,2009,G# minor,150.01,pop,"pop, Dance/Electronic"
Muse,Uprising,5.080666666666667,2009,D major,128.019,rock,rock
Nickelback,Gotta Be Somebody,4.210883333333333,2008,C major,115.998,rock,"rock, metal"
James Morrison,Broken Strings,4.174216666666666,2008,C# major,111.91,pop,"pop, R&B"
T.I.,Whatever You Like,4.158883333333334,2008,A minor,150.053,hip hop,"hip hop, pop"
Dizzee Rascal,Holiday,3.6771,2011,C major,117.985,hip hop,"hip hop, pop, Dance/Electronic"
Beyoncé,Single Ladies (Put a Ring on It),3.2202166666666665,2008,C# major,193.437,pop,"pop, R&B"
Boys Like Girls,Love Drunk,3.7784333333333335,2009,A# major,150.005,pop,pop
The-Dream,Rockin' That Shit,3.6986666666666665,2009,G# major,78.005,hip hop,"hip hop, pop, R&B"
OneRepublic,Secrets,3.744883333333333,2009,D major,148.021,pop,pop
JLS,Everybody in Love,3.2597666666666667,2013,F minor,140.022,pop,pop
Jason Aldean,Big Green Tractor,3.4033333333333333,2009,E major,137.077,country,country
The Fray,Never Say Never,4.276883333333333,2009,G# major,160.139,pop,pop
Lily Allen,The Fear,3.452,2009,A# major,134.002,pop,pop
Kings of Leon,Sex on Fire,3.3891,2008,A major,153.398,rock,rock
Drake,Best I Ever Had,4.312666666666667,2010,F minor,162.161,hip hop,"hip hop, pop, R&B"
Kelly Clarkson,Already Gone,4.692666666666667,2009,A major,78.139,pop,"pop, R&B"
Miley Cyrus,Party In The U.S.A.,3.367766666666667,2009,A# minor,96.021,pop,pop
Jordin Sparks,Battlefield,4.032,2009,D major,144.953,pop,"pop, R&B"
Ne-Yo,Mad,4.242216666666667,2008,C major,129.94,pop,"pop, R&B"
Green Day,21 Guns,5.35155,2009,F major,159.779,rock,rock
Keri Hilson,Knock You Down,5.4364333333333335,2009,G# major,155.165,pop,"pop, R&B"
Taylor Swift,You Belong With Me,3.8524333333333334,2008,F# major,129.964,pop,pop
Shinedown,Second Chance,3.7011,2008,C minor,100.011,rock,"rock, metal"
Asher Roth,I Love College,4.032216666666667,2009,G# major,86.444,hip hop,"hip hop, pop"
Katy Perry,Waking Up In Vegas,3.3197666666666668,2008,F minor,130.989,pop,pop
Kelly Clarkson,My Life Would Suck Without You,3.5248833333333334,2009,A major,144.982,pop,"pop, R&B"
Mumford & Sons,Little Lion Man,4.086216666666667,2009,F major,138.585,folk/acoustic,"Folk/Acoustic, rock, pop"
The Fray,You Found Me,4.030883333333334,2009,G# minor,151.994,pop,pop
Bruno Mars,Just the Way You Are,3.6789,2010,F major,109.021,pop,pop
Eminem,Love The Way You Lie,4.38955,2010,A# major,86.989,hip hop,hip hop
Lady Gaga,Bad Romance,4.90955,2009,C major,119.001,pop,pop
Stromae,Alors on danse - Radio Edit,3.4344333333333332,2010,C# minor,119.951,pop,pop
Kesha,TiK ToK,3.3282166666666666,2010,D minor,120.028,pop,"pop, Dance/Electronic"
David Guetta,Memories (feat. Kid Cudi),3.5142166666666665,2010,G# major,129.983,hip hop,"hip hop, pop, Dance/Electronic"
Taio Cruz,Dynamite,3.3768833333333332,2010,E major,119.975,hip hop,"hip hop, pop"
Rihanna,Only Girl (In The World),3.9248833333333333,2010,B minor,125.906,hip hop,"hip hop, pop, R&B"
Katy Perry,California Gurls,3.9108833333333335,2012,C major,125.014,pop,pop
Kesha,Take It Off,3.5866666666666664,2010,F minor,125.036,pop,"pop, Dance/Electronic"
INNA,Hot - Play & Win Radio Version,3.6172666666666666,2010,G minor,128.0,pop,pop
Far East Movement,Like A G6,3.6148833333333332,2010,D# major,124.913,hip hop,"hip hop, pop"
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),3.1333333333333333,2010,A# minor,129.944,hip hop,"hip hop, pop, Dance/Electronic"
Duck Sauce,Barbra Streisand - Radio Edit,3.27555,2010,C# major,127.965,dance/electronic,Dance/Electronic
Lucenzo,Danza Kuduro (feat. Don Omar),3.5664333333333333,2011,G major,130.003,latin,latin
Rihanna,Te Amo,3.4737666666666667,2009,G# minor,171.917,hip hop,"hip hop, pop, R&B"
Timbaland,Carry Out (Featuring Justin Timberlake),3.874433333333333,2009,A# minor,115.68,hip hop,"hip hop, pop, R&B"
DJ Fresh,Gold Dust - Radio Edit,3.2074333333333334,2010,C major,176.985,pop,"pop, Dance/Electronic"
Edward Maya,Stereo Love - Radio Edit,3.076216666666667,2010,C# minor,127.041,pop,pop
Taio Cruz,Break Your Heart,3.3591,2010,D# major,122.01,hip hop,"hip hop, pop"
Black Eyed Peas,Imma Be,4.292666666666666,2009,C major,92.035,hip hop,"hip hop, pop"
Sidney Samson,Riverside,5.339133333333334,2009,C# minor,125.997,dance/electronic,Dance/Electronic
Eminem,Not Afraid,4.13555,2010,C minor,114.635,hip hop,hip hop
Lady Gaga,Alejandro,4.570216666666667,2009,B minor,98.998,pop,pop
Rihanna,Rude Boy,3.715333333333333,2009,B major,173.906,hip hop,"hip hop, pop, R&B"
Ne-Yo,Beautiful Monster,4.1928833333333335,2010,F minor,128.013,pop,"pop, R&B"
3OH!3,Starstrukk,3.3848833333333332,2010,B minor,139.896,hip hop,"hip hop, pop, rock"
Black Eyed Peas,The Time (Dirty Bit),5.1273333333333335,2010,F# minor,127.979,hip hop,"hip hop, pop"
Kelly Rowland,Commander,3.6351,2011,B minor,124.638,hip hop,"hip hop, pop, R&B"
Swedish House Mafia,One (Your Name) - Radio Edit,2.7207666666666666,2010,A minor,125.061,pop,"pop, Dance/Electronic"
Chris Brown,Deuces (feat. Tyga & Kevin McCall),4.609333333333334,2011,C# major,73.987,hip hop,"hip hop, pop, R&B"
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),3.68,2010,G minor,119.963,hip hop,"hip hop, pop, R&B"
Iyaz,Replay,3.0384333333333333,2009,A major,91.031,hip hop,"hip hop, pop"
Flo Rida,Club Can't Handle Me (feat. David Guetta),3.9093333333333335,2010,C major,127.966,hip hop,"hip hop, pop"
Sean Kingston,Eenie Meenie,3.3657666666666666,2010,C# major,121.223,hip hop,"hip hop, pop, R&B"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),4.396216666666667,2010,C# major,131.497,hip hop,"hip hop, pop"
Tinie Tempah,Written in the Stars (feat. Eric Turner),3.4608833333333333,2010,G major,91.881,hip hop,"hip hop, pop, Dance/Electronic"
Bruno Mars,Talking to the Moon,3.6311,2010,C# minor,145.867,pop,pop
Miley Cyrus,Can't Be Tamed,2.80355,2010,B minor,116.98,pop,pop
Mike Posner,Cooler Than Me - Single Mix,3.554883333333333,2010,G minor,129.965,hip hop,"hip hop, pop, Dance/Electronic"
Lady Gaga,Telephone,3.6773333333333333,2009,D# major,122.014,pop,pop
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),2.6239666666666666,2010,F# major,124.996,dance/electronic,Dance/Electronic
Rihanna,Hard,4.176666666666667,2009,C# major,182.032,hip hop,"hip hop, pop, R&B"
Tinie Tempah,Pass Out,4.46755,2010,C# major,91.1,hip hop,"hip hop, pop, Dance/Electronic"
Adam Lambert,Whataya Want from Me,3.788666666666667,2009,B minor,185.934,pop,pop
Trey Songz,Bottoms Up (feat. Nicki Minaj),4.03355,2010,C# major,74.008,hip hop,"hip hop, pop, R&B"
Timbaland,If We Ever Meet Again (Featuring Katy Perry),4.878433333333334,2009,G# major,126.091,hip hop,"hip hop, pop, R&B"
Enrique Iglesias,I Like It,3.8562166666666666,2010,A# minor,129.007,pop,"pop, latin"
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,3.3993333333333333,2010,B major,126.026,pop,"pop, Dance/Electronic"
Usher,OMG (feat. will.i.am),4.49155,2010,E minor,129.998,hip hop,"hip hop, pop, R&B"
Maroon 5,Misery,3.6033333333333335,2010,E minor,102.978,pop,pop
Jay Sean,Down,3.5351,2009,D major,65.997,hip hop,"hip hop, pop, R&B"
Rihanna,Man Down,4.45,2010,C minor,155.788,hip hop,"hip hop, pop, R&B"
3OH!3,My First Kiss (feat. Ke$ha),3.207333333333333,2010,C major,138.021,hip hop,"hip hop, pop, rock"
Justin Bieber,Baby,3.570666666666667,2010,F minor,65.043,pop,pop
Cali Swag District,Teach Me How to Dougie,3.958,2011,B major,85.013,hip hop,"hip hop, pop"
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,3.441,2010,G minor,125.03,pop,"pop, Dance/Electronic"
K'NAAN,Wavin' Flag,3.675333333333333,2009,C major,75.974,others,set()
Ludacris,How Low,3.359766666666667,2010,C# major,143.96,hip hop,"hip hop, pop"
Kesha,Blah Blah Blah (feat. 3OH!3),2.86755,2010,A# major,120.003,pop,"pop, Dance/Electronic"
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",3.8751,2010,A# major,150.1,hip hop,"hip hop, pop"
Jason Derulo,In My Head,3.3171,2010,C minor,110.009,hip hop,"hip hop, pop"
Aloe Blacc,I Need A Dollar,4.050883333333333,2010,F# minor,95.498,r&b,R&B
B.o.B,Airplanes (feat. Hayley Williams of Paramore),3.008,2010,F# minor,93.033,hip hop,"hip hop, pop"
Ludacris,My Chick Bad,3.61555,2010,C# major,84.789,hip hop,"hip hop, pop"
Nelly,Just A Dream,3.9633333333333334,2010,C# major,89.917,hip hop,"hip hop, pop, R&B"
Rihanna,What's My Name?,4.386216666666667,2010,D major,100.025,hip hop,"hip hop, pop, R&B"
Shontelle,Impossible,3.77555,2010,G# major,90.034,pop,"pop, R&B"
Take That,The Flood,4.82265,2010,B minor,100.631,pop,pop
Trey Songz,Say Aah (feat. Fabolous),3.4591,2009,C# minor,93.01,hip hop,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,3.68755,2010,B major,144.036,hip hop,"hip hop, pop"
Drake,Over,3.8926666666666665,2010,G major,100.093,hip hop,"hip hop, pop, R&B"
Example,Kickstarts,3.0304333333333333,2010,F major,126.056,pop,"pop, Dance/Electronic"
Plan B,She Said,3.4808833333333333,2010,D# minor,147.007,dance/electronic,Dance/Electronic
The Saturdays,Higher,3.4602166666666667,2010,A# major,117.011,pop,"pop, Dance/Electronic"
Jay Sean,Do You Remember,3.5051,2009,B major,125.846,hip hop,"hip hop, pop, R&B"
Usher,Hey Daddy (Daddy's Home),3.7348833333333333,2010,B major,95.975,hip hop,"hip hop, pop, R&B"
Lil Wayne,Right Above It,4.5324333333333335,2010,D# minor,76.052,hip hop,"hip hop, pop"
The Wanted,All Time Low,3.42,2010,G# minor,134.036,pop,"pop, Dance/Electronic"
Kesha,Your Love Is My Drug,3.1188833333333332,2010,C# major,120.057,pop,"pop, Dance/Electronic"
Ellie Goulding,Starry Eyed,2.94355,2010,F minor,149.967,pop,"pop, rock, Dance/Electronic"
Drake,Find Your Love,3.4824333333333333,2010,F# minor,96.033,hip hop,"hip hop, pop, R&B"
Jason Derulo,Ridin' Solo,3.5957666666666666,2010,A major,89.338,hip hop,"hip hop, pop"
Two Door Cinema Club,What You Know,3.16155,2010,F# minor,139.048,world/traditional,"World/Traditional, rock, pop"
JAY-Z,Young Forever,4.231766666666666,2009,A minor,140.329,hip hop,hip hop
Young Money,BedRock,4.802216666666666,2009,G# major,148.005,hip hop,"hip hop, pop"
B.o.B,Nothin' on You (feat. Bruno Mars),4.472,2010,A# major,103.993,hip hop,"hip hop, pop"
Katy Perry,Teenage Dream,3.7956833333333333,2010,A# major,120.011,pop,pop
Scouting For Girls,This Ain't a Love Song,3.5113333333333334,2017,C major,176.667,pop,"pop, rock"
Travie McCoy,Billionaire (feat. Bruno Mars),3.5193333333333334,2010,F# minor,86.776,hip hop,"hip hop, pop"
Owl City,Fireflies,3.8057666666666665,2009,D# major,180.114,rock,"rock, pop"
Alicia Keys,Empire State of Mind (Part II) Broken Down,3.608,2009,F# major,92.923,pop,"pop, R&B"
Lady A,Need You Now,3.9406666666666665,2010,E major,107.884,pop,"pop, country"
Taylor Swift,Back To December,4.883766666666666,2010,D major,141.893,pop,pop
Neon Trees,Animal,3.5384333333333333,2010,F major,147.99,rock,"rock, pop"
Kris Allen,Live Like We're Dying,3.5417666666666667,2009,C major,92.011,pop,pop
Matt Cardle,When We Collide,3.7666666666666666,2011,D major,81.986,pop,pop
Robyn,Dancing On My Own,4.811166666666667,2010,F# major,117.015,pop,"pop, Dance/Electronic"
The Band Perry,If I Die Young,3.7128833333333335,2010,E major,130.739,country,country
B.o.B,Magic (feat. Rivers Cuomo),3.268883333333333,2010,G# minor,82.439,hip hop,"hip hop, pop"
Adele,Rolling in the Deep,3.80155,2011,G# major,104.948,pop,"pop, R&B"
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",3.358216666666667,2010,B minor,128.044,pop,pop
LMFAO,Party Rock Anthem,4.3691,2011,F minor,130.014,hip hop,"hip hop, pop, Dance/Electronic"
Katy Perry,Firework,3.798216666666667,2010,G# major,124.071,pop,pop
Bruno Mars,Grenade,3.7015166666666666,2010,D minor,110.444,pop,pop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),3.90755,2011,A# minor,128.024,hip hop,"hip hop, pop, latin"
Alexandra Stan,Mr. Saxobeat,3.25175,2011,B minor,126.976,pop,"pop, Dance/Electronic"
David Guetta,Who's That Chick? (feat. Rihanna),3.3506666666666667,2010,B minor,127.938,hip hop,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,On The Floor,4.747766666666666,2011,D# minor,130.0,hip hop,"hip hop, pop, R&B"
Rihanna,S&M,4.058883333333333,2010,C# major,127.975,hip hop,"hip hop, pop, R&B"
Kesha,Blow,3.6662166666666667,2010,B minor,120.013,pop,"pop, Dance/Electronic"
Snoop Dogg,Sweat - Remix,3.2664333333333335,2011,G major,130.02,hip hop,"hip hop, pop"
Taio Cruz,Higher,3.1271,2010,G# minor,128.027,hip hop,"hip hop, pop"
Usher,More - RedOne Jimmy Joker Remix,3.6664333333333334,2010,G major,125.083,hip hop,"hip hop, pop, R&B"
Example,Changed the Way You Kiss Me - Radio Edit,3.2577666666666665,2011,E minor,126.979,pop,"pop, Dance/Electronic"
Black Eyed Peas,Just Can’t Get Enough,3.6571,2010,C minor,94.05,hip hop,"hip hop, pop"
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),3.247333333333333,2012,D# major,129.884,hip hop,"hip hop, pop, Dance/Electronic"
Lykke Li,I Follow Rivers - The Magician Remix,4.6851,2011,A minor,122.019,pop,"pop, Dance/Electronic"
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4.2051,2011,G# major,129.024,hip hop,"hip hop, pop, latin"
Selena Gomez & The Scene,Love You Like A Love Song,3.1408833333333335,2011,C# minor,117.009,pop,"pop, Dance/Electronic"
Wiz Khalifa,Black and Yellow,3.6277666666666666,2011,D minor,164.02,hip hop,"hip hop, pop"
Katy Perry,E.T.,3.826216666666667,2012,C# major,151.684,pop,pop
Britney Spears,I Wanna Go,3.5044333333333335,2011,F major,130.002,pop,pop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),3.516,2011,A major,89.99,hip hop,"hip hop, pop"
Edward Maya,Stereo Love - Radio Edit,3.076216666666667,2010,C# minor,127.041,pop,pop
Enrique Iglesias,Tonight (I'm Fuckin' You),3.870216666666667,2010,C minor,125.953,pop,"pop, latin"
Jeremih,Down On Me,3.80755,2010,D major,160.041,hip hop,"hip hop, pop, R&B"
Sak Noel,Loca People - Radio Edit,3.5937333333333332,2011,B minor,127.998,dance/electronic,Dance/Electronic
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),3.3711,2011,A major,110.621,pop,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,3.324666666666667,2011,G major,130.021,hip hop,"hip hop, pop, Dance/Electronic"
Cobra Starship,You Make Me Feel... (feat. Sabi),3.594883333333333,2011,G minor,131.959,pop,"pop, Dance/Electronic"
Jessie J,Do It Like A Dude,3.254,2011,D major,140.036,hip hop,"hip hop, pop"
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,3.446266666666667,2012,F# minor,139.85,pop,"pop, Dance/Electronic"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),4.396216666666667,2010,C# major,131.497,hip hop,"hip hop, pop"
Nickelback,When We Stand Together,3.1797666666666666,2011,A# minor,187.961,rock,"rock, metal"
M83,Midnight City,4.066,2011,B minor,105.013,rock,"rock, pop, metal, Dance/Electronic"
Britney Spears,Till the World Ends,3.9657666666666667,2011,G# major,131.951,pop,pop
Labrinth,Earthquake (feat. Tinie Tempah),4.576666666666667,2012,C minor,153.071,pop,pop
Jason Derulo,Don't Wanna Go Home,3.4346666666666668,2011,D minor,121.956,hip hop,"hip hop, pop"
Coldplay,Paradise,4.645316666666667,2011,F major,139.631,rock,"rock, pop"
Katy Perry,Last Friday Night (T.G.I.F.),3.8457666666666666,2012,D# minor,126.03,pop,pop
Adele,Set Fire to the Rain,4.04955,2011,D minor,107.995,pop,"pop, R&B"
Dr. Dre,I Need A Doctor,4.728883333333333,2011,D# major,155.826,hip hop,hip hop
Lil Wayne,6 Foot 7 Foot,4.1431,2011,D major,79.119,hip hop,"hip hop, pop"
DJ Khaled,I'm On One,4.935766666666667,2011,B minor,149.33,hip hop,"hip hop, pop"
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),3.709766666666667,2011,B minor,146.155,hip hop,"hip hop, pop, R&B"
Far East Movement,Rocketeer,3.5208833333333334,2010,E minor,96.005,hip hop,"hip hop, pop"
The Wanted,Glad You Came,3.2989166666666665,2011,G minor,126.885,pop,"pop, Dance/Electronic"
Kesha,We R Who We R,3.4126666666666665,2010,G# major,119.95,pop,"pop, Dance/Electronic"
Kelly Rowland,Motivation,3.8426666666666667,2011,A minor,140.889,hip hop,"hip hop, pop, R&B"
Rihanna,We Found Love,3.5871,2011,C# major,127.985,hip hop,"hip hop, pop, R&B"
Nicole Scherzinger,Don't Hold Your Breath,3.2906666666666666,2011,F minor,110.955,pop,"pop, Dance/Electronic"
Mann,Buzzin Remix,3.7388833333333333,2011,A# minor,104.029,hip hop,"hip hop, pop"
Chris Brown,Yeah 3x,4.0277666666666665,2011,B minor,130.0,hip hop,"hip hop, pop, R&B"
Swedish House Mafia,Save The World,3.555616666666667,2011,C major,126.879,pop,"pop, Dance/Electronic"
Kanye West,All Of The Lights,4.99355,2010,C# major,142.113,hip hop,hip hop
Miguel,Sure Thing,3.2562166666666665,2010,B minor,81.001,pop,"pop, R&B"
Diddy - Dirty Money,Coming Home,3.9782166666666665,2010,G major,168.001,hip hop,"hip hop, pop, R&B"
Rihanna,What's My Name?,4.386216666666667,2010,D major,100.025,hip hop,"hip hop, pop, R&B"
