artist,song,duration [min],release year,key,tempo [bpm],genre
Usher,More - RedOne Jimmy Joker Remix,3.6664333333333334,2010,G,125.083,hip hop
Example,Changed the Way You Kiss Me - Radio Edit,3.2577666666666665,2011,E,126.979,pop
Black Eyed Peas,Just Can’t Get Enough,3.6571,2010,C,94.05,hip hop
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),3.247333333333333,2012,D#,129.884,hip hop
Lykke Li,I Follow Rivers - The Magician Remix,4.6851,2011,A,122.019,pop
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4.2051,2011,G#,129.024,hip hop
Selena Gomez & The Scene,Love You Like A Love Song,3.1408833333333335,2011,C#,117.009,pop
Wiz Khalifa,Black and Yellow,3.6277666666666666,2011,D,164.02,hip hop
Katy Perry,E.T.,3.826216666666667,2012,C#,151.684,pop
Britney Spears,I Wanna Go,3.5044333333333335,2011,F,130.002,pop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),3.516,2011,A,89.99,hip hop
Edward Maya,Stereo Love - Radio Edit,3.076216666666667,2010,C#,127.041,pop
Enrique Iglesias,Tonight (I'm Fuckin' You),3.870216666666667,2010,C,125.953,pop
Jeremih,Down On Me,3.80755,2010,D,160.041,hip hop
Sak Noel,Loca People - Radio Edit,3.5937333333333332,2011,B,127.998,Dance/Electronic
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),3.3711,2011,A,110.621,pop
LMFAO,Sexy And I Know It,3.324666666666667,2011,G,130.021,hip hop
Cobra Starship,You Make Me Feel... (feat. Sabi),3.594883333333333,2011,G,131.959,pop
Jessie J,Do It Like A Dude,3.254,2011,D,140.036,hip hop
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,3.446266666666667,2012,F#,139.85,pop
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),4.396216666666667,2010,C#,131.497,hip hop
Nickelback,When We Stand Together,3.1797666666666666,2011,A#,187.961,rock
M83,Midnight City,4.066,2011,B,105.013,rock
Britney Spears,Till the World Ends,3.9657666666666667,2011,G#,131.951,pop
Labrinth,Earthquake (feat. Tinie Tempah),4.576666666666667,2012,C,153.071,pop
Jason Derulo,Don't Wanna Go Home,3.4346666666666668,2011,D,121.956,hip hop
Coldplay,Paradise,4.645316666666667,2011,F,139.631,rock
Katy Perry,Last Friday Night (T.G.I.F.),3.8457666666666666,2012,D#,126.03,pop
Adele,Set Fire to the Rain,4.04955,2011,D,107.995,pop
Dr. Dre,I Need A Doctor,4.728883333333333,2011,D#,155.826,hip hop
Lil Wayne,6 Foot 7 Foot,4.1431,2011,D,79.119,hip hop
DJ Khaled,I'm On One,4.935766666666667,2011,B,149.33,hip hop
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),3.709766666666667,2011,B,146.155,hip hop
Far East Movement,Rocketeer,3.5208833333333334,2010,E,96.005,hip hop
The Wanted,Glad You Came,3.2989166666666665,2011,G,126.885,pop
Kesha,We R Who We R,3.4126666666666665,2010,G#,119.95,pop
Kelly Rowland,Motivation,3.8426666666666667,2011,A,140.889,hip hop
Rihanna,We Found Love,3.5871,2011,C#,127.985,hip hop
Nicole Scherzinger,Don't Hold Your Breath,3.2906666666666666,2011,F,110.955,pop
Mann,Buzzin Remix,3.7388833333333333,2011,A#,104.029,hip hop
Chris Brown,Yeah 3x,4.0277666666666665,2011,B,130.0,hip hop
Swedish House Mafia,Save The World,3.555616666666667,2011,C,126.879,pop
Kanye West,All Of The Lights,4.99355,2010,C#,142.113,hip hop
Miguel,Sure Thing,3.2562166666666665,2010,B,81.001,pop
Diddy - Dirty Money,Coming Home,3.9782166666666665,2010,G,168.001,hip hop
Rihanna,What's My Name?,4.386216666666667,2010,D,100.025,hip hop
Chris Brown,Beautiful People,3.764683333333333,2019,F,127.898,hip hop
Avril Lavigne,What the Hell,3.6784333333333334,2011,F#,149.976,pop
Professor Green,Read All About It,3.928916666666667,2011,B,100.963,Dance/Electronic
Chase & Status,Blind Faith,3.894433333333333,2011,A,140.042,Dance/Electronic
Chip,Champion (feat. Chris Brown),3.9548833333333335,2011,F#,190.151,hip hop
Selena Gomez & The Scene,Who Says,3.2602166666666665,2011,E,101.019,pop
Rizzle Kicks,Down With The Trumpets,3.1141833333333335,2011,E,115.057,hip hop
Lady Gaga,Born This Way,4.33755,2011,B,123.907,pop
Nicki Minaj,Super Bass,3.33355,2010,B,126.991,hip hop
Mac Miller,Donald Trump,2.7651333333333334,2011,C#,162.994,hip hop
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,3.7031,2012,D,127.941,hip hop
David Guetta,Without You (feat. Usher),3.4688833333333333,2012,D,127.884,hip hop
Foster The People,Pumped Up Kicks,3.993333333333333,2011,F,127.975,rock
Drake,Headlines,3.9331,2011,F#,151.894,hip hop
Jessie J,Price Tag,3.71755,2011,F,175.015,hip hop
Jason Aldean,Dirt Road Anthem,3.82355,2010,D,127.037,country
Wiz Khalifa,Roll Up,3.7962166666666666,2011,D#,125.358,hip hop
OneRepublic,Good Life,4.2217666666666664,2009,F#,94.988,pop
Bad Meets Evil,Lighters,5.06355,2011,C,90.268,hip hop
Bruno Mars,The Lazy Song,3.1518166666666665,2010,G#,174.915,pop
Lupe Fiasco,The Show Goes On,3.99355,2011,G,143.067,hip hop
James Morrison,I Won't Let You Go,3.8217166666666667,2011,C,105.955,pop
Jason Derulo,It Girl,3.203333333333333,2011,C#,91.993,hip hop
Adele,Someone Like You,4.754,2011,A,135.047,pop
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,4.706666666666667,2011,E,106.254,rock
Keri Hilson,Pretty Girl Rock,4.065333333333333,2010,B,160.014,pop
P!nk,F**kin' Perfect,3.5568833333333334,2010,G,91.964,pop
Blake Shelton,Honey Bee,3.512,2011,E,205.57,country
Lady Gaga,The Edge Of Glory,5.342433333333333,2011,A,127.952,pop
Lady A,Just A Kiss,3.6473333333333335,2011,C#,142.881,pop
Hot Chelle Rae,Tonight Tonight,3.3411,2011,E,99.978,hip hop
Grouplove,Tongue Tied,3.63355,2011,D#,112.96,pop
Coldplay,Every Teardrop Is a Waterfall,4.0132666666666665,2011,A,117.98,rock
Beyoncé,Best Thing I Never Had,4.2291,2011,F#,99.099,pop
P!nk,Raise Your Glass,3.3826666666666667,2010,G,122.019,pop
Christina Perri,Jar of Hearts,4.109783333333334,2011,D#,74.541,pop
Bruno Mars,Marry You,3.836533333333333,2010,A#,144.905,pop
The Band Perry,If I Die Young,3.7128833333333335,2010,E,130.739,country
Lil Wayne,How To Love,4.0051,2011,B,153.992,hip hop
Charlene Soraia,Wherever You Will Go,3.29295,2011,A,111.202,pop
Christina Perri,A Thousand Years,4.752,2011,A#,139.028,pop
Rihanna,We Found Love,3.5871,2011,C#,127.985,hip hop
Carly Rae Jepsen,Call Me Maybe,3.223333333333333,2012,G,120.021,pop
fun.,We Are Young (feat. Janelle Monáe),4.1771,2012,A#,184.086,rock
Sean Paul,She Doesn't Mind,3.7964333333333333,2012,G,120.015,hip hop
Pitbull,International Love (feat. Chris Brown),3.788,2011,C,120.05,hip hop
DEV,In The Dark,3.7704333333333335,2012,G#,124.954,pop
Adele,Skyfall,4.774666666666667,2012,C,75.881,pop
David Guetta,Turn Me On (feat. Nicki Minaj),3.328,2012,G#,127.96,hip hop
Rihanna,Where Have You Been,4.044666666666667,2011,C,127.963,hip hop
JAY-Z,Ni**as In Paris,3.65555,2011,C#,140.022,hip hop
Maroon 5,One More Night,3.6591,2012,F,92.997,pop
Skrillex,Bangarang (feat. Sirah),3.58755,2011,G,110.026,hip hop
The Wanted,Chasing The Sun,3.3133333333333335,2012,G,128.108,pop
Flo Rida,Whistle,3.7442166666666665,2012,C,103.976,hip hop
will.i.am,This Is Love,4.650433333333333,2013,C,128.954,hip hop
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],3.7083333333333335,2012,G,129.973,hip hop
Nicki Minaj,Pound The Alarm,3.4273333333333333,2012,A,125.055,hip hop
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,5.2297666666666665,2012,C#,74.132,hip hop
MARINA,Primadonna,3.6845833333333333,2012,E,127.98,pop
Kanye West,Mercy,5.488666666666667,2012,F#,139.993,hip hop
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,3.038883333333333,2012,E,175.017,pop
LMFAO,Sexy And I Know It,3.324666666666667,2011,G,130.021,hip hop
PSY,Gangnam Style (강남스타일),3.6582166666666667,2012,B,132.067,pop
Kesha,Die Young,3.532,2012,C#,128.001,pop
Usher,Scream,3.91155,2012,G,127.992,hip hop
Olly Murs,Troublemaker (feat. Flo Rida),3.0931,2012,C,106.008,pop
Linkin Park,BURN IT DOWN,3.83755,2012,A,110.006,rock
Bruno Mars,Locked out of Heaven,3.8913,2012,F,143.994,pop
Avicii,Levels - Radio Edit,3.3317666666666668,2011,C#,126.04,pop
Flo Rida,Good Feeling,4.13555,2012,C#,128.011,hip hop
Rihanna,Diamonds,3.7524333333333333,2012,B,91.972,hip hop
Wiz Khalifa,"Work Hard, Play Hard",3.6504333333333334,2012,B,140.008,hip hop
Katy Perry,Part Of Me,3.6026666666666665,2012,F,130.028,pop
Nicki Minaj,Starships,3.5104333333333333,2012,B,125.008,hip hop
Kendrick Lamar,m.A.A.d city,5.835333333333334,2012,D,91.048,hip hop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],3.5393333333333334,2012,D#,119.012,pop
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,3.6365,2011,B,126.092,rock
Azealia Banks,212,3.4159333333333333,2014,B,126.017,hip hop
Maroon 5,Payphone,3.852883333333333,2012,E,110.015,pop
James Arthur,Impossible,3.490666666666667,2013,C,169.533,pop
Michel Teló,Ai Se Eu Te Pego - Live,2.7811,2012,B,96.055,country
Otto Knows,Million Voices - Radio Edit,3.2144333333333335,2012,G#,125.946,pop
Icona Pop,I Love It,2.6128833333333334,2012,C#,125.953,pop
Tyga,Rack City,3.3866666666666667,2012,C#,98.986,hip hop
Calvin Harris,Feel So Close - Radio Edit,3.4402166666666667,2012,G,127.937,hip hop
Jennifer Lopez,Dance Again,3.9544333333333332,2012,B,127.974,hip hop
Grimes,Oblivion,4.187766666666667,2012,D,155.974,pop
Adele,Rumour Has It,3.7211,2011,C,120.052,pop
Coldplay,Paradise,4.645316666666667,2011,F,139.631,rock
Chris Brown,Turn Up the Music,3.79955,2012,C#,129.925,hip hop
Frank Ocean,Lost,3.90155,2012,G#,123.061,hip hop
Calvin Harris,Let's Go (feat. Ne-Yo),3.88,2012,E,128.016,hip hop
The Script,Hall of Fame (feat. will.i.am),3.37555,2012,A#,84.786,pop
Swedish House Mafia,Don't You Worry Child - Radio Edit,3.5477,2012,B,129.042,pop
MARINA,How to Be a Heartbreaker,3.69155,2012,B,140.05,pop
Justin Bieber,Boyfriend,2.85555,2012,A#,96.979,pop
David Guetta,Titanium (feat. Sia),4.084,2012,C,126.062,hip hop
Jessie J,Domino,3.864,2011,G,126.986,hip hop
Taylor Swift,I Knew You Were Trouble.,3.662,2012,D#,77.019,pop
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),3.2855166666666666,2012,C#,127.839,hip hop
P!nk,Try,4.131766666666667,2012,D,103.998,pop
Robbie Williams,Candy,3.3508833333333334,2012,A#,116.043,pop
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",3.45555,2011,C,95.078,hip hop
Justin Bieber,As Long As You Love Me,3.8244333333333334,2012,C,139.691,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),3.8004333333333333,2012,B,72.022,hip hop
Alex Clare,Too Close,4.276883333333333,2011,B,126.027,rock
Tyga,Faded,3.4444333333333335,2012,C#,95.073,hip hop
Alesso,Years - ラジオ・エディット,3.258,2012,D,128.008,pop
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),4.168,2012,F,83.993,pop
Katy Perry,The One That Got Away,3.788883333333333,2012,C#,133.962,pop
Avicii,Silhouettes - Original Radio Edit,3.5313333333333334,2012,F,128.074,pop
Gotye,Somebody That I Used To Know,4.0814,2011,C,129.054,Others
Flo Rida,Wild Ones (feat. Sia),3.882433333333333,2012,F,127.075,hip hop
One Direction,What Makes You Beautiful,3.3331,2012,E,124.99,pop
Lana Del Rey,Born To Die,4.770883333333333,2012,E,75.223,pop
Kesha,C'Mon,3.572216666666667,2012,C#,126.025,pop
Owl City,Good Time,3.4322166666666667,2012,D#,126.05,rock
Calvin Harris,We'll Be Coming Back (feat. Example),3.906,2012,G,127.945,hip hop
Emeli Sandé,"Read All About It, Pt. III",4.728433333333333,2012,D,98.082,pop
Ellie Goulding,Lights - Single Version,3.5142166666666665,2010,G#,120.008,pop
Train,Drive By,3.2662166666666668,2012,C#,122.028,pop
Disclosure,Latch,4.260516666666667,2013,C#,121.985,pop
Coldplay,Princess of China,3.9869166666666667,2011,A,85.014,rock
One Direction,Live While We're Young,3.3364333333333334,2012,D,126.015,pop
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),3.70355,2011,A#,130.034,hip hop
Carrie Underwood,Blown Away,4.0022166666666665,2012,A,136.991,pop
alt-J,Breezeblocks,3.784666666666667,2012,F,150.071,rock
Chris Brown,Don't Wake Me Up,3.7051,2012,G,127.967,hip hop
Kelly Clarkson,Stronger (What Doesn't Kill You),3.6991,2011,C,116.044,pop
Drake,The Motto,3.0262166666666666,2011,C#,201.8,hip hop
Katy Perry,Wide Awake,3.6824333333333334,2012,F,159.814,pop
Rita Ora,How We Do (Party),4.1171,2012,G,116.024,hip hop
Rudimental,Feel the Love (feat. John Newman),4.086433333333333,2013,C#,179.911,pop
Lana Del Rey,Ride,4.818,2012,C,93.763,pop
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4.193766666666667,2012,F,124.91,pop
Demi Lovato,Give Your Heart a Break,3.422433333333333,2011,F#,123.008,pop
Drake,Take Care,4.6231,2011,C,121.845,hip hop
Little Mix,Wings,3.6622166666666667,2012,G,114.962,pop
Bruno Mars,It Will Rain,4.295333333333334,2011,D,150.017,pop
Cher Lloyd,Want U Back,3.566883333333333,2011,A,97.954,pop
Lorde,Royals,3.16975,2013,G,84.878,pop
Robin Thicke,Blurred Lines,4.384216666666667,2013,G,120.0,pop
Imagine Dragons,Radioactive,3.11355,2012,A,136.245,rock
Avicii,Wake Me Up,4.123766666666667,2013,D,124.08,pop
Bruno Mars,Locked out of Heaven,3.8913,2012,F,143.994,pop
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),3.9268833333333335,2012,F#,94.992,hip hop
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,4.140216666666666,2013,F#,116.047,hip hop
will.i.am,Scream & Shout,4.723333333333334,2013,F,130.033,hip hop
Stromae,Papaoutai,3.8691,2013,A#,116.019,pop
Bingo Players,Get Up (Rattle) - Vocal Edit,2.782216666666667,2013,G,127.99,pop
Naughty Boy,La La La,3.67965,2013,F#,124.988,Dance/Electronic
Tom Odell,Another Love,4.072666666666667,2013,E,122.769,pop
2 Chainz,We Own It (Fast & Furious),3.7984333333333336,2013,C#,171.999,hip hop
David Guetta,Play Hard (feat. Ne-Yo & Akon),3.35,2012,G#,130.072,hip hop
Pitbull,Feel This Moment (feat. Christina Aguilera),3.8251,2012,G,135.956,hip hop
will.i.am,#thatPOWER,4.658433333333333,2013,F#,127.999,hip hop
Lil Wayne,Love Me,4.250883333333333,2013,B,124.906,hip hop
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),4.3057,2012,D,146.078,hip hop
Martin Garrix,Animals - Radio Edit,2.9352833333333335,2013,C#,128.015,pop
Jason Derulo,Talk Dirty (feat. 2 Chainz),2.9614166666666666,2013,F#,100.315,hip hop
John Newman,Love Me Again,3.9982333333333333,2013,D,126.03,Others
Britney Spears,Work B**ch,4.130883333333333,2013,A,128.012,pop
The Neighbourhood,Sweater Weather,4.006666666666667,2013,A#,124.053,rock
Sebastian Ingrosso,Reload - Radio Edit,3.687866666666667,2013,A,128.045,pop
Capital Cities,Safe And Sound,3.21155,2013,C,117.952,pop
Demi Lovato,Heart Attack,3.514,2013,G#,173.968,pop
Arctic Monkeys,Why'd You Only Call Me When You're High?,2.6853833333333332,2013,D,92.004,rock
Justin Bieber,Beauty And A Beat,3.7997666666666667,2012,C,128.003,pop
Eminem,The Monster,4.1698,2013,C#,110.049,hip hop
Pitbull,Don't Stop the Party (feat. TJR),3.4353333333333333,2012,E,127.008,hip hop
Selena Gomez,Come & Get It,3.866433333333333,2013,G,79.979,pop
P!nk,True Love (feat. Lily Allen),3.84555,2012,A,192.205,pop
Disclosure,White Noise,4.628116666666667,2013,A#,119.978,pop
Flo Rida,I Cry,3.73,2012,E,126.035,hip hop
Kanye West,Black Skinhead,3.13355,2013,C#,130.089,hip hop
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,3.5818666666666665,2013,C#,126.052,pop
Eminem,Berzerk,3.9791,2013,B,95.084,hip hop
Icona Pop,I Love It (feat. Charli XCX),2.6192,2013,G#,125.916,pop
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),3.113766666666667,2013,A,151.99,rock
Lorde,Team,3.217633333333333,2013,F#,100.05,pop
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,3.4719333333333333,2012,F#,127.946,pop
Imagine Dragons,Demons,2.9584333333333332,2012,D#,89.938,rock
One Direction,One Way or Another (Teenage Kicks),2.62155,2013,E,162.131,pop
Taylor Swift,I Knew You Were Trouble.,3.662,2012,D#,77.019,pop
Arctic Monkeys,Do I Wanna Know?,4.5399,2013,F,85.03,rock
Rudimental,Waiting All Night (feat. Ella Eyre),4.876433333333333,2013,F#,174.983,pop
Klangkarussell,Sonnentanz - Sun Don't Shine,3.9686666666666666,2014,F,119.74,pop
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),4.005766666666666,2012,A,128.062,hip hop
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",3.8964333333333334,2013,C#,95.967,hip hop
P!nk,Try,4.131766666666667,2012,D,103.998,pop
Ylvis,The Fox (What Does the Fox Say?),3.5618,2013,F#,128.008,hip hop
Ellie Goulding,Burn,3.8535166666666667,2014,C#,87.016,pop
Baauer,Harlem Shake,3.2777333333333334,2013,C,137.825,Dance/Electronic
Calvin Harris,I Need Your Love (feat. Ellie Goulding),3.9084333333333334,2012,G#,124.989,hip hop
Katy Perry,This Is How We Do,3.40475,2013,A,96.0,pop
AWOLNATION,Sail,4.318366666666667,2011,C#,119.038,pop
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,2.9142166666666665,2013,C,124.047,pop
Jason Derulo,The Other Side,3.7831,2013,A,127.923,hip hop
Storm Queen,Look Right Through - MK Vocal Edit,2.506666666666667,2014,C,119.995,Dance/Electronic
Calvin Harris,Sweet Nothing (feat. Florence Welch),3.542666666666667,2012,G#,127.934,hip hop
Katy Perry,Unconditionally,3.8146333333333335,2013,G,129.003,pop
Wale,Bad (feat. Rihanna) - Remix,3.9804333333333335,2013,F#,114.038,hip hop
Ciara,Body Party,3.9006666666666665,2013,D,133.973,pop
Drake,Started From the Bottom,2.902,2013,G#,86.307,hip hop
Birdy,Wings,4.201766666666667,2013,G,83.235,pop
Bastille,Of The Night,3.5700833333333333,2013,F,125.01,pop
Olly Murs,Dear Darlin',3.43955,2012,B,124.021,pop
Katy Perry,Roar,3.7257666666666664,2013,G,179.984,pop
Blake Shelton,Sure Be Cool If You Did,3.5953333333333335,2013,B,136.802,country
Calvin Harris,Thinking About You (feat. Ayah Marar),4.132216666666666,2012,C,127.985,hip hop
JAY-Z,Holy Grail,5.640216666666666,2013,D,145.082,hip hop
Bridgit Mendler,Ready or Not,3.3491,2012,D,93.043,pop
The Saturdays,What About Us,3.6780333333333335,2013,G,123.973,pop
Bastille,Pompeii,3.5691166666666665,2013,A,127.435,pop
One Direction,Best Song Ever,3.3351,2013,C#,118.491,pop
Nelly,Hey Porsche,3.4911,2013,A,115.995,hip hop
Zedd,Clarity,4.523766666666667,2012,G#,128.006,hip hop
Miley Cyrus,Wrecking Ball,3.6893333333333334,2013,F,119.964,pop
Chris Brown,Fine China,3.5611,2013,A#,104.038,hip hop
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),5.898216666666666,2013,A#,100.163,hip hop
Armin van Buuren,This Is What It Feels Like,3.406,2013,G#,129.885,pop
Justin Timberlake,Mirrors,8.0691,2013,F,76.899,pop
Bruno Mars,Treasure,2.976,2012,F,116.017,pop
Of Monsters and Men,Little Talks,4.443333333333333,2012,C#,102.961,pop
Miley Cyrus,We Can't Stop,3.854,2013,C#,80.003,pop
J. Cole,Power Trip (feat. Miguel),4.019333333333333,2013,C#,99.991,hip hop
Paramore,Still into You,3.600216666666667,2013,F,136.01,pop
Christina Perri,human,4.178433333333333,2013,G#,143.808,pop
Drake,"Hold On, We're Going Home",3.798,2013,F#,99.993,hip hop
James Blunt,Bonfire Heart,3.966666666666667,2013,C,118.021,pop
Maroon 5,Daylight,3.7511,2012,G,120.001,pop
Childish Gambino,3005,3.9277,2013,F#,82.92,hip hop
Avril Lavigne,Here's to Never Growing Up,3.568,2013,C,164.986,pop
Taylor Swift,22,3.8686666666666665,2012,G,103.987,pop
Passenger,Let Her Go,4.214433333333333,2012,G,75.089,pop
Ariana Grande,The Way,3.7837666666666667,2013,F,82.324,pop
Rihanna,Stay,4.0117666666666665,2012,A,111.893,hip hop
Justin Timberlake,Suit & Tie (feat. Jay-Z),5.438,2013,B,101.985,pop
Bruno Mars,When I Was Your Man,3.5637666666666665,2012,C,72.795,pop
Florida Georgia Line,Cruise,3.482666666666667,2012,A#,148.0,country
Pharrell Williams,"Happy - From ""Despicable Me 2""",3.8786666666666667,2014,F,160.019,hip hop
Katy Perry,Dark Horse,3.594533333333333,2013,F#,131.934,pop
ScHoolboy Q,Collard Greens,4.999333333333333,2014,B,153.972,hip hop
Iggy Azalea,Fancy,3.3323,2014,A#,94.981,hip hop
Maroon 5,Animals,3.850216666666667,2014,E,189.868,pop
Sam Smith,Stay With Me,2.8787166666666666,2014,C,84.094,pop
MAGIC!,Rude,3.747333333333333,2014,C#,144.033,Others
Sia,Chandelier,3.602,2014,C#,117.089,pop
John Legend,All of Me,4.492666666666667,2013,G#,119.93,pop
ZHU,Faded,3.7231,2014,A,124.96,Dance/Electronic
Meghan Trainor,All About That Bass,3.132,2015,A,134.052,pop
David Guetta,Lovers on the Sun (feat. Sam Martin),3.392,2014,F#,124.915,hip hop
Iggy Azalea,Black Widow,3.4903833333333334,2014,B,163.99,hip hop
Tove Lo,Habits (Stay High),3.486,2014,F,110.003,pop
Oliver Heldens,Gecko (Overdrive) - Radio Edit,2.7573333333333334,2014,C,124.959,pop
DJ Snake,You Know You Like It,4.1211,2014,F,196.093,hip hop
Jason Derulo,Talk Dirty (feat. 2 Chainz),2.9614166666666666,2013,F#,100.315,hip hop
Maroon 5,Maps,3.164,2014,C#,120.003,pop
David Guetta,Bad (feat. Vassy) - Radio Edit,2.84375,2014,F,127.966,hip hop
Tinashe,2 On (feat. ScHoolboy Q),3.783333333333333,2014,A,101.013,hip hop
Route 94,My Love (feat. Jess Glynne),4.332233333333333,2014,G#,119.976,pop
Taylor Swift,Bad Blood,3.532216666666667,2014,G,170.216,pop
Trey Songz,Na Na,3.8651,2015,A,96.975,hip hop
Calvin Harris,Under Control (feat. Hurts),3.0713333333333335,2014,G#,126.094,hip hop
O.T. Genasis,CoCo,3.9928833333333333,2014,G#,119.906,hip hop
Jason Derulo,Wiggle (feat. Snoop Dogg),3.2215833333333332,2013,A,81.946,hip hop
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,3.15665,2014,A,123.002,pop
Jeremih,Don't Tell 'Em,4.447333333333333,2015,D,98.052,hip hop
Nicki Minaj,Anaconda,4.3373333333333335,2014,A,129.994,hip hop
Calvin Harris,Blame (feat. John Newman),3.5493333333333332,2014,C,128.024,hip hop
DJ Snake,Turn Down for What,3.5622166666666666,2013,C#,100.014,hip hop
Pitbull,Timber (feat. Ke$ha),3.4026666666666667,2012,B,129.992,hip hop
OneRepublic,Counting Stars,4.289766666666667,2014,C#,122.014,pop
Bobby Shmurda,Hot N*gga,3.2426833333333334,2014,A,167.879,hip hop
Calvin Harris,Summer,3.7417666666666665,2014,E,127.962,hip hop
ScHoolboy Q,Man Of The Year,3.600216666666667,2014,D#,111.959,hip hop
Nico & Vinz,Am I Wrong,4.097766666666667,2014,G#,119.968,hip hop
Becky G,Shower,3.4361,2014,D,119.987,pop
Sigma,Nobody To Love - Radio Edit,3.162,2014,G#,175.001,pop
The Chainsmokers,#SELFIE - Original Mix,3.0625,2014,C,127.955,pop
Lorde,Team,3.217633333333333,2013,F#,99.961,pop
Rixton,Me And My Broken Heart,3.2288833333333335,2014,F,174.084,pop
Klingande,Jubel - Radio Edit,3.3604333333333334,2013,C,124.938,pop
Mr. Probz,Waves - Robin Schulz Radio Edit,3.4688833333333333,2014,F,119.993,hip hop
Paloma Faith,Only Love Can Hurt Like This,3.88155,2014,G#,90.99,pop
Kiesza,Hideaway,4.199766666666667,2014,G,122.993,pop
Ellie Goulding,Burn,3.8535166666666667,2014,C#,87.016,pop
Ariana Grande,Break Free,3.5806666666666667,2014,G,129.956,pop
Kid Ink,Show Me (feat. Chris Brown),3.63,2014,G,98.098,hip hop
Tove Lo,Talking Body,3.9737666666666667,2014,E,119.999,pop
Chris Brown,Loyal (feat. Lil Wayne & Tyga),4.415766666666666,2014,A#,99.059,hip hop
OneRepublic,Love Runs Out,3.7371,2014,G,120.022,pop
Olly Murs,Up (feat. Demi Lovato),3.7382166666666667,2014,A,114.948,pop
Peking Duk,High (feat. Nicole Millar),3.8,2014,C,100.094,Dance/Electronic
Milky Chance,Stolen Dance,5.228066666666667,2014,B,114.016,Others
Ed Sheeran,Don't,3.664,2014,C#,95.049,pop
Ariana Grande,Love Me Harder,3.93555,2014,C#,98.992,pop
Enrique Iglesias,Bailando - Spanish Version,4.056433333333334,2014,G,90.949,pop
Avicii,Hey Brother,4.25155,2013,G,125.014,pop
Jessie J,Bang Bang,3.3231,2014,C,150.028,hip hop
Duke Dumont,I Got U,4.759933333333334,2014,A,120.837,pop
Gorgon City,Ready For Your Love,3.3146666666666667,2014,F,121.939,pop
Taylor Swift,Style,3.85,2014,G,94.933,pop
MKTO,Classic,2.923766666666667,2012,C#,102.071,hip hop
Disclosure,Latch,4.260516666666667,2013,C#,121.985,pop
Ariana Grande,Problem,3.232,2014,C#,103.008,pop
Charli XCX,Boom Clap,2.8311,2014,E,91.999,pop
One Direction,Steal My Girl,3.802216666666667,2014,A#,77.217,pop
Tiësto,Red Lights,4.398166666666667,2013,A#,124.989,pop
Selena Gomez,The Heart Wants What It Wants,3.7893333333333334,2014,G,83.066,pop
Rita Ora,I Will Never Let You Down,3.3911,2014,E,128.011,hip hop
5 Seconds of Summer,She Looks So Perfect,3.3749333333333333,2014,A,160.025,pop
The Script,Superheroes,4.0911,2014,D#,166.996,pop
Taylor Swift,Shake It Off,3.6533333333333333,2014,G,160.078,pop
One Direction,Night Changes,3.776666666666667,2014,G#,120.001,pop
Ed Sheeran,Sing,3.923033333333333,2014,G#,119.988,pop
Alesso,Heroes (we could be),3.4977666666666667,2014,F,125.876,pop
Tiësto,Wasted,3.1395166666666667,2014,D,112.028,pop
G.R.L.,Ugly Heart,3.3051,2014,A,124.96,pop
Coldplay,A Sky Full of Stars,4.464433333333333,2014,F#,124.97,rock
Clean Bandit,Rather Be (feat. Jess Glynne),3.7972166666666665,2014,B,120.97,pop
